okved,cluster
OR2AE1,Singleton
IGL,Singleton
CLDN24,Singleton
GPR148,Singleton
NT5C1B-RDH14,Singleton
OR8D2,Singleton
OR56B1,Singleton
OR5T3,Singleton
DCAF8L1,Singleton
TEX36,Singleton
FRG2B,Singleton
CT83,Singleton
OR13H1,Singleton
OR2T3,Singleton
IZUMO3,Singleton
BPIFB6,Singleton
ERVV-1,Singleton
DEFB115,Singleton
SPDYE4,Singleton
TSPY3,Singleton
OR8B12,Singleton
DEFB125,Singleton
OR2L2,Singleton
OR8G1,Singleton
OR51B2,Singleton
OR10W1,Singleton
VCY,Singleton
OR52K1,Singleton
OR52H1,Singleton
PRAMEF7,Singleton
SPANXN1,Singleton
OR4K5,Singleton
OR6B1,Singleton
DEFB108B,Singleton
OR10A3,Singleton
FAM47C,Singleton
OR51Q1,Singleton
KRTAP4-4,Singleton
AQP12A,Singleton
USP17L7,Singleton
OPN1MW2,Singleton
KRTAP10-10,Singleton
GOLGA6L22,Singleton
GTF2H2C_2,Singleton
CST9L,Singleton
DEFB127,Singleton
HSFY1,Singleton
CDY2A,Singleton
OR1S1,Singleton
OR2V2,Singleton
HSFX2,Singleton
HTR3D,Singleton
OR10K2,Singleton
OR6C65,Singleton
CCDC182,Singleton
ZNF511-PRAP1,Singleton
OR51F2,Singleton
ERVV-2,Singleton
SMIM21,Singleton
XAGE5,Singleton
GAGE12G,Singleton
GRXCR2,Singleton
KRTAP24-1,Singleton
GAGE12F,Singleton
OR5A2,Singleton
OR52B2,Singleton
OR8B4,Singleton
GAGE12E,Singleton
OR5A1,Singleton
KRTAP12-1,Singleton
TSPY4,Singleton
OR51G1,Singleton
OR1M1,Singleton
KRTAP19-6,Singleton
BPIFB3,Singleton
KRTAP15-1,Singleton
KRTAP16-1,Singleton
OR10Z1,Singleton
OR6K6,Singleton
VN1R2,Singleton
CLRN2,Singleton
LRRC53,Singleton
OR6B3,Singleton
OR2M4,Singleton
OR4C13,Singleton
OR4A5,Singleton
OR2T1,Singleton
OR2L8,Singleton
PRAMEF22,Singleton
OR4C12,Singleton
TRPC5OS,Singleton
DEFB116,Singleton
OR4C3,Singleton
KRTAP6-1,Singleton
OR10V1,Singleton
OR11H4,Singleton
KRTAP2-2,Singleton
MGAT4D,Singleton
DEUP1,Singleton
TGIF2LY,Singleton
OR6Y1,Singleton
OR5P3,Singleton
OR10H4,Singleton
OR8K1,Singleton
OR4C15,Singleton
IFNL4,Singleton
BUB1B-PAK6,Singleton
MAGEA9B,Singleton
TDRD15,Singleton
OR4D11,Singleton
OR1J1,Singleton
DEFB128,Singleton
CCDC179,Singleton
OR4C46,Singleton
OR2Z1,Singleton
OR2T8,Singleton
KRTAP26-1,Singleton
OR6C3,Singleton
OR5B12,Singleton
TBC1D3E,Singleton
OR13G1,Singleton
OR2A14,Singleton
OR5L2,Singleton
OR4M2,Singleton
OR1D5,Singleton
POTEB2,Singleton
TCP11X2,Singleton
TBC1D3I,Singleton
OR8D1,Singleton
OR5C1,Singleton
OR2G3,Singleton
OR14I1,Singleton
OR4M1,Singleton
MEIKIN,Singleton
PATE3,Singleton
FANCD2OS,Singleton
KRTAP10-11,Singleton
ANHX,Singleton
OR4K1,Singleton
OR5T2,Singleton
OR5AP2,Singleton
KRTAP9-8,Singleton
KRTAP22-2,Singleton
RBAK-RBAKDN,Singleton
OR9A2,Singleton
OR6C6,Singleton
NLRP2B,Singleton
TMEM247,Singleton
OR4Q3,Singleton
PRAMEF25,Singleton
TERB2,Singleton
EPPIN-WFDC6,Singleton
PANO1,Singleton
OR10T2,Singleton
OR6C75,Singleton
KRTAP4-11,Singleton
OR6P1,Singleton
OR10S1,Singleton
OR4D5,Singleton
OR10Q1,Singleton
OR52N2,Singleton
CCDC192,Singleton
GAGE12I,Singleton
SERPINA2,Singleton
GAGE12J,Singleton
OR13C3,Singleton
OR9Q2,Singleton
OR1C1,Singleton
KRTAP9-1,Singleton
DEFB104A,Singleton
OR52W1,Singleton
OR1I1,Singleton
OR52K2,Singleton
PAGE3,Singleton
OR5B21,Singleton
OR1J4,Singleton
TRIM64B,Singleton
OR1D4,Singleton
KRTAP10-1,Singleton
NKX1-1,Singleton
OR13C8,Singleton
DEFB112,Singleton
OR52A5,Singleton
SPANXN2,Singleton
TSPY10,Singleton
OR2T11,Singleton
GOLGA6L1,Singleton
MBD3L5,Singleton
OR10H5,Singleton
DEFB136,Singleton
KRTAP4-16,Singleton
NANOGNB,Singleton
KRTAP6-3,Singleton
OR2AG2,Singleton
DEFB134,Singleton
KRTAP27-1,Singleton
TP53TG3C,Singleton
RFPL4AL1,Singleton
OR10G7,Singleton
OR2M7,Singleton
UBTFL1,Singleton
GAGE12H,Singleton
OR10A2,Singleton
OR4X1,Singleton
OR4X2,Singleton
OR10D3,Singleton
SPANXN5,Singleton
OR4D2,Singleton
OR13C4,Singleton
OR4C16,Singleton
OR6Q1,Singleton
OR1J2,Singleton
PRAMEF9,Singleton
OR6F1,Singleton
KRTAP10-7,Singleton
NR1I4,Singleton
TEX49,Singleton
TEX43,Singleton
OR52I1,Singleton
OR2A5,Singleton
MBD3L4,Singleton
OR5AC2,Singleton
CDY1B,Singleton
OR10A7,Singleton
KRTAP23-1,Singleton
OR51D1,Singleton
OR5AU1,Singleton
KRTAP5-11,Singleton
OR11H12,Singleton
OR4C5,Singleton
ZNF735,Singleton
OR6B2,Singleton
GAGE13,Singleton
OR6N2,Singleton
KRTAP2-1,Singleton
TMEM244,Singleton
KRTAP13-2,Singleton
OR8H2,Singleton
ZNF723,Singleton
GAGE12D,Singleton
OR52L1,Singleton
OR5AK2,Singleton
OR4K15,Singleton
OR6K2,Singleton
RNF212B,Singleton
TRIM39-RPP21,Singleton
IQCF6,Singleton
OR7D4,Singleton
OR52B4,Singleton
OR4C6,Singleton
OR10G2,Singleton
OR2T33,Singleton
IQCA1L,Singleton
DEFB106A,Singleton
GAGE5,Singleton
OR9K2,Singleton
PPIAL4E,Singleton
OR51S1,Singleton
OR8I2,Singleton
OR4S1,Singleton
OR10A6,Singleton
OR2T27,Singleton
OR2A2,Singleton
DUXB,Singleton
OR51L1,Singleton
OR52I2,Singleton
SPINK14,Singleton
KRTAP10-5,Singleton
KRTAP19-5,Singleton
OR7G3,Singleton
SPDYE17,Singleton
SPATA31A7,Singleton
OR4F3,Singleton
KRTAP12-2,Singleton
OR11H1,Singleton
KRTAP21-3,Singleton
OR6T1,Singleton
SPATA31A6,Singleton
MS4A18,Singleton
OR2T4,Singleton
OR5AR1,Singleton
OR6C2,Singleton
OR14A2,Singleton
OR11L1,Singleton
LACTBL1,Singleton
OR52E2,Singleton
OR1N1,Singleton
OR4E2,Singleton
OR1L1,Singleton
OR9G1,Singleton
OR6K3,Singleton
OR5F1,Singleton
OR10X1,Singleton
OR5M11,Singleton
OR5B2,Singleton
OR2A25,Singleton
OR4A15,Singleton
C1GALT1C1L,Singleton
TP53TG3F,Singleton
OR51A7,Singleton
OR5L1,Singleton
DEFB110,Singleton
TRIM49B,Singleton
OR6M1,Singleton
OR2L3,Singleton
DEFB135,Singleton
KRTAP19-8,Singleton
NPIPB2,Singleton
TRG,Singleton
OR13C5,Singleton
OR4K17,Singleton
OR5K2,Singleton
KRTAP5-6,Singleton
OR10P1,Singleton
OR1L3,Singleton
OR2M2,Singleton
TSPY2,Singleton
OR2G2,Singleton
KRTAP4-5,Singleton
CDY2B,Singleton
SPDYE11,Singleton
OR52M1,Singleton
OR2T10,Singleton
OPRPN,Singleton
OR5K1,Singleton
OR8D4,Singleton
TRIM49D1,Singleton
NUTM2F,Singleton
SPANXN3,Singleton
LRRC72,Singleton
OR5B3,Singleton
OR51G2,Singleton
OR4L1,Singleton
OR2M5,Singleton
OR51F1,Singleton
OR4F15,Singleton
TRIM64C,Singleton
OR52E4,Singleton
OR6C76,Singleton
OR4B1,Singleton
OR6N1,Singleton
OR4N5,Singleton
OR51A4,Singleton
OR4F21,Singleton
GAGE7,Singleton
PEAK3,Singleton
KRTAP10-3,Singleton
KRTAP21-2,Singleton
OR14K1,Singleton
OR56A3,Singleton
OR4D10,Singleton
OR2A42,Singleton
OR52N1,Singleton
PPP1R2C,Singleton
OR2T34,Singleton
VN1R5,Singleton
OR52E6,Singleton
OR11G2,Singleton
KRTAP4-3,Singleton
KIR2DL5B,Singleton
OR5AS1,Singleton
KRTAP12-3,Singleton
OR2T2,Singleton
OR2T35,Singleton
CLEC19A,Singleton
OR2L5,Singleton
TAS2R45,Singleton
VCY1B,Singleton
DEFB104B,Singleton
LGALS16,Singleton
OR4K13,Singleton
OR8H1,Singleton
OR10AG1,Singleton
KRTAP10-2,Singleton
OR8H3,Singleton
OR2T12,Singleton
OR9I1,Singleton
OR4D6,Singleton
KRTAP20-2,Singleton
KRTAP10-8,Singleton
OR52N5,Singleton
PPIAL4F,Singleton
GIMD1,Singleton
OR5M3,Singleton
OR52E8,Singleton
OR2J1,Singleton
MAGEB5,Singleton
OR5AN1,Singleton
KRTAP25-1,Singleton
TNFAIP8L2-SCNM1,Singleton
OR5B17,Singleton
OR6V1,Singleton
USP17L4,Singleton
TMEM269,Singleton
CT45A10,Singleton
OR4K14,Singleton
OR4P4,Singleton
OR52R1,Singleton
OR2T6,Singleton
OR8B2,Singleton
KRTAP10-6,Singleton
OR14C36,Singleton
OR8U1,Singleton
CDRT15L2,Singleton
OR4A16,Singleton
TMEM238L,Singleton
OR4F6,Singleton
OR5H1,Singleton
OR13C9,Singleton
KRTAP10-12,Singleton
OR6C70,Singleton
TSPY8,Singleton
OR2G6,Singleton
TEX13D,Singleton
OR9A4,Singleton
KRTAP6-2,Singleton
FAM166C,Singleton
OR8K3,Singleton
OR2V1,Singleton
CLPSL1,Singleton
OR5K4,Singleton
PRAMEF26,Singleton
DEFB107B,Singleton
OR11H6,Singleton
OR7G1,Singleton
OR8K5,Singleton
OR5D16,Singleton
OR4C45,Singleton
OR4F29,Singleton
OR8J3,Singleton
CBLIF,Singleton
BPY2C,Singleton
VN1R4,Singleton
OR2M3,Singleton
OR8J1,Singleton
KRTAP20-3,Singleton
CT47B1,Singleton
OR6X1,Singleton
OR51A2,Singleton
OR2T5,Singleton
PRY2,Singleton
GAGE12B,Singleton
OR5H6,Singleton
DEFB107A,Singleton
SMIM23,Singleton
OR5J2,Singleton
OR14A16,Singleton
OR13C2,Singleton
HTD2,Singleton
GAGE2C,Singleton
DEFB105B,Singleton
OR4C11,Singleton
OR2A12,Singleton
ZSCAN5C,Singleton
DEFB106B,Singleton
OR5D14,Singleton
OR5M8,Singleton
OR10G4,Singleton
GAGE2B,Singleton
OR5D13,Singleton
OR4F5,Singleton
OR4F16,Singleton
SLURP2,Singleton
KRTAP1-4,Singleton
OR10G9,Singleton
DEFB113,Singleton
OR5K3,Singleton
OR5D18,Singleton
GAGE4,Singleton
KRTAP13-4,Singleton
OR5M10,Singleton
KRTAP20-4,Singleton
SMIM31,Singleton
PPP4R3C,Singleton
OR52E5,Singleton
OR8B3,Singleton
OR5H14,Singleton
TRD,Singleton
USP17L1,Singleton
KRTAP19-4,Singleton
KRTAP19-7,Singleton
ANKRD40CL,Singleton
TRIM49D2,Singleton
TEX13C,Singleton
OR6C74,Singleton
OR5H2,Singleton
OPN1MW3,Singleton
TRIM64,Singleton
STPG4,Singleton
OR5M1,Singleton
TMEM270,Singleton
GAGE6,Singleton
OR6C4,Singleton
OR4F17,Singleton
CD8B2,Singleton
H2BW2,Singleton
IHO1,Singleton
SDIM1,Singleton
TP53TG3E,Singleton
ETDC,Singleton
GAGE2D,Singleton
OR2T7,Singleton
OR4S2,Singleton
BPY2B,Singleton
PRAMEF27,Singleton
OR52J3,Singleton
OR5H15,Singleton
RBMY1C,Singleton
POTEB3,Singleton
MARCHF10,Singleton
NPY4R2,Singleton
BOLA2-SMG1P6,Singleton
OR5M9,Singleton
OR51C1P,Singleton
DUX3,Singleton
OR9G4,Singleton
OR6C68,Singleton
OR8U8,Singleton
OR10G8,Singleton
MPC1L,Singleton
NPIPB12,Singleton
CLEC20A,Singleton
PRR21,Singleton
OR11H2,Singleton
IQCM,Singleton
OR2T29,Singleton
TRIM75,Singleton
CYP3A7-CYP3A51P,Singleton
CBY2,Singleton
KRTAP9-7,Singleton
SMIM9,Singleton
OR2AJ1,Singleton
G6PC1,Singleton
CALHM4,Singleton
OR9G9,Singleton
TMEM271,Singleton
KRTAP13-3,Singleton
MYL12BP2,Singleton
BLACAT1,Singleton
DEFB109B,Singleton
KLF18,Singleton
H2AB1,Singleton
USP17L3,Singleton
ATXN8,Singleton
ZNF705B,Singleton
MYOCOS,Singleton
KRTAP19-2,Singleton
PPDPFL,Singleton
H1-6,Singleton
MEIOSIN,Singleton
DNAAF6,Singleton
OR4E1,Singleton
OR6C1,Singleton
CT45A8,Singleton
TEX45,Singleton
APOBEC3A_B,Singleton
DYNLT4,Singleton
USP17L8,Singleton
SEA,Singleton
CT45A9,Singleton
OR2B8P,Singleton
TEX55,Singleton
H2AB2,Singleton
TLE7,Singleton
SPDYE18,Singleton
TGIF2-RAB5IF,Singleton
H1-8,Singleton
NPIPA9,Singleton
PVALEF,Singleton
OR6J1,Singleton
TPTEP2-CSNK1E,Singleton
OR2AP1,Singleton
VN1R3,Singleton
SMIM32,Singleton
OR10J4,Singleton
CCDC194,Singleton
GVQW3,Singleton
MAP1LC3BP1,Singleton
GSG1L2,Singleton
PLAAT2,Singleton
CT45A7,Singleton
CCDC197,Singleton
TEX46,Singleton
SPACA5B,Singleton
H3-4,Singleton
H2BC1,Singleton
DUX5,Singleton
KRTAP20-1,Singleton
KRTAP22-1,Singleton
OR8G3P,Singleton
OR10G6,Singleton
CFAP97D2,Singleton
TUBB8B,Singleton
OR10AC1,Singleton
TEX50,Singleton
TCP11X1,Singleton
TEX53,Singleton
CCDC196,Singleton
PABIR3,Singleton
TENT5D,Singleton
H2AB3,Singleton
MARCOL,Singleton
DUSP29,Singleton
EEF1AKMT4-ECE2,Singleton
OR4K3,Singleton
TRAP,Singleton
SEPTIN14,Singleton
KRTAP29-1,Singleton
HSFX3,Singleton
SMIM36,Singleton
PMIS2,Singleton
RAB6D,Singleton
H2BW1,Singleton
OR14L1P,Singleton
OR4Q2,Singleton
PRRT1B,Singleton
DEFB131A,Singleton
LLCFC1,Singleton
OR8U9,Singleton
OR56B2P,Singleton
OR5BS1P,Singleton
BCLAF1P2,Singleton
SCPPPQ1,Singleton
FAM236C,Singleton
SMIM41,Singleton
TEX48,Singleton
SHLD3,Singleton
CCNP,Singleton
FAM236A,Singleton
ETDB,Singleton
FAM240A,Singleton
HSFX4,Singleton
DEFB130A,Singleton
EXOC1L,Singleton
ARMH2,Singleton
OR5AL1,Singleton
LY6L,Singleton
GATD3,Singleton
H4C7,Singleton
EDDM13,Singleton
PPIAL4H,Singleton
OOSP3,Singleton
OR52E1,Singleton
FAM236B,Singleton
GLYATL1B,Singleton
LITAFD,Singleton
SMIM33,Singleton
CNTNAP3C,Singleton
TMEM275,Singleton
GOLGA6L7,Singleton
OR8J2,Singleton
OR1R1P,Singleton
SLX9,Singleton
DEFB130B,Singleton
TLCD4-RWDD3,Singleton
CCDC195,Singleton
MAGEB6B,Singleton
MBD3L2B,Singleton
OR12D1,Singleton
FAM237B,Singleton
FMC1-LUC7L2,Singleton
VSIG10L2,Singleton
H2AP,Singleton
ETDA,Singleton
PERCC1,Singleton
PYDC5,Singleton
SPRR5,Singleton
FAM240B,Singleton
NPSA,Singleton
DSTNP4,Singleton
NOTCH2NLB,Singleton
REELD1,Singleton
FAM90A10,Singleton
PNMA6E,Singleton
CFAP95,Singleton
PEPC,Singleton
B3GALT9,Singleton
SMIM40,Singleton
RAMACL,Singleton
LIPB,Singleton
PRAMEF33,Singleton
ZNF664-RFLNA,Singleton
SPEM3,Singleton
UPK3BL2,Singleton
FAM237A,Singleton
CD300H,Singleton
DERPC,Singleton
PNMA6F,Singleton
ZNF660-ZNF197,Singleton
NOTCH2NLR,Singleton
CRYZL2P-SEC16B,Singleton
OCTN3,Singleton
CCDC201,Singleton
SMIM45,Singleton
CFAP107,Singleton
CPHXL,Singleton
TBC1D7-LOC100130357,Singleton
ERV3-1-ZNF117,Singleton
TAF11L14,Singleton
OR8U3,Singleton
PHB1,Singleton
DEFB131B,Singleton
TAF11L12,Singleton
SMIM34,Singleton
PEPB,Singleton
OR5D3P,Singleton
GBA1,Singleton
CMKLR2,Singleton
DPEP2NB,Singleton
PRR20G,Singleton
SPDYE15,Singleton
OR4N4C,Singleton
FAM236D,Singleton
SMIM28,Singleton
FOXL3,Singleton
TBCEL-TECTA,Singleton
NALF2,Singleton
PPIAP59,Singleton
CP20,Singleton
HLA-DQB3,Singleton
PRO2268,Singleton
NALF1,Singleton
MMP24-AS1-EDEM2,Singleton
ZNF593OS,Singleton
PEPE,Singleton
PTPRZ2,Singleton
BMAL1,Singleton
PALS1,Singleton
GOLGA6L19,Singleton
ERVFC1,Singleton
PRH1-TAS2R14,Singleton
SETDB2-PHF11,Singleton
SPDYE21,Singleton
FAM90A14,Singleton
KDM4F,Singleton
CTXND2,Singleton
SPEGNB,Singleton
CNPY3-GNMT,Singleton
ZNF765-ZNF761,Singleton
LYNX1-SLURP2,Singleton
TAF11L2,Singleton
SPDYE9,Singleton
GREP1,Singleton
METTL25B,Singleton
YJU2B,Singleton
MSANTD5,Singleton
GET1-SH3BGR,Singleton
OOSP4B,Singleton
SCYGR10,Singleton
SMIM39,Singleton
DUS4L-BCAP29,Singleton
NTMT2,Singleton
FABP1,Singleton
GSTA3,Singleton
OPRM1,Singleton
IBSP,Singleton
PIK3R2,Singleton
MOGAT2,Singleton
FOXA2,Singleton
SPP2,Singleton
PAX2,Singleton
CGA,Singleton
UGT1A6,Singleton
FGF23,Singleton
HNF1A,Singleton
HTR2C,Singleton
TFF1,Singleton
OTX2,Singleton
CRH,Singleton
TM4SF4,Singleton
HAND1,Singleton
AKR1D1,Singleton
NEUROD1,Singleton
DRD3,Singleton
CDX2,Singleton
PDX1,Singleton
CASR,Singleton
CHAT,Singleton
B3GNT3,Singleton
IL12B,Singleton
ONECUT1,Singleton
ZIC3,Singleton
CREB3L3,Singleton
HOXA11,Singleton
WNT3A,Singleton
APOA4,Singleton
GBX2,Singleton
VIL1,Singleton
BDKRB2,Singleton
NPFFR1,Singleton
FOXD1,Singleton
APOBEC1,Singleton
OPRD1,Singleton
AGTR2,Singleton
KRT20,Singleton
POU4F2,Singleton
IRS4,Singleton
SIGLEC5,Singleton
TUBA3C,Singleton
MAGEA3,Singleton
TBX4,Singleton
CACNG2,Singleton
NEUROG3,Singleton
HOXD10,Singleton
USH1C,Singleton
PRKACG,Singleton
FABP2,Singleton
FEV,Singleton
FSHR,Singleton
HOXA9,Singleton
HOXA4,Singleton
HOXD13,Singleton
DMP1,Singleton
AKAP4,Singleton
MOS,Singleton
HTR1A,Singleton
PAX7,Singleton
MYOD1,Singleton
PCDHGB5,Singleton
HOXC13,Singleton
MUC13,Singleton
UMOD,Singleton
FGF21,Singleton
IL21,Singleton
SLC4A5,Singleton
FGF3,Singleton
UCP1,Singleton
SOX1,Singleton
NKX6-1,Singleton
PRKN,Singleton
SLIT1,Singleton
TMEM212,Singleton
IFNA1,Singleton
CRX,Singleton
PHOX2B,Singleton
ACTL8,Singleton
F2RL2,Singleton
RAG2,Singleton
NECTIN1,Singleton
CA5A,Singleton
GABRG3,Singleton
SERPINA6,Singleton
ANXA8,Singleton
ADAMDEC1,Singleton
JAML,Singleton
MOGAT1,Singleton
HOXC5,Singleton
GCNT3,Singleton
KCNV1,Singleton
SOX3,Singleton
GJD2,Singleton
SCN10A,Singleton
KCNJ13,Singleton
KLRK1,Singleton
IL22,Singleton
SPIB,Singleton
PDYN,Singleton
TMPRSS4,Singleton
SLC13A2,Singleton
NR2E1,Singleton
SCGB2A1,Singleton
INSL6,Singleton
KCNA6,Singleton
MYOG,Singleton
CHRNA6,Singleton
LBX1,Singleton
FGF16,Singleton
FUT3,Singleton
NPHS2,Singleton
GCG,Singleton
FGF6,Singleton
AQP2,Singleton
MTNR1B,Singleton
CHRNA9,Singleton
NEUROD2,Singleton
LTC4S,Singleton
SLC10A2,Singleton
MAGEA6,Singleton
POU3F4,Singleton
CCT8L2,Singleton
MC2R,Singleton
NKX3-2,Singleton
PAX1,Singleton
OR7C1,Singleton
ZIC5,Singleton
POU4F3,Singleton
CYLC1,Singleton
GNG13,Singleton
ADGRL3,Singleton
HOXB13,Singleton
BFSP2,Singleton
LHX5,Singleton
NEUROD4,Singleton
UGT1A10,Singleton
SIM1,Singleton
IFNA6,Singleton
SALL3,Singleton
GRP,Singleton
MAS1,Singleton
GPR50,Singleton
CHRNB3,Singleton
HHLA1,Singleton
HLA-DRB4,Singleton
CDSN,Singleton
IL3,Singleton
SLC34A1,Singleton
NKX2-2,Singleton
HSPB2,Singleton
DGKK,Singleton
SLC17A6,Singleton
PRSS2,Singleton
SCTR,Singleton
ZNF358,Singleton
CRLF2,Singleton
FGF4,Singleton
FSHB,Singleton
GLRA2,Singleton
PRSS1,Singleton
TCL1A,Singleton
SP8,Singleton
MTNR1A,Singleton
MYF5,Singleton
TBX20,Singleton
YY2,Singleton
SLC18A3,Singleton
HCAR2,Singleton
LIME1,Singleton
NEUROG1,Singleton
SLC6A19,Singleton
ZFP42,Singleton
HOXD11,Singleton
MC4R,Singleton
SOST,Singleton
TRPC7,Singleton
SLC17A4,Singleton
GABRA6,Singleton
SAG,Singleton
SLC22A12,Singleton
POU1F1,Singleton
TRIM15,Singleton
KERA,Singleton
KCNN1,Singleton
TBX10,Singleton
RXFP3,Singleton
DMRT1,Singleton
CACNG3,Singleton
ZBTB8B,Singleton
PRDM9,Singleton
SLC6A5,Singleton
MC3R,Singleton
DRD5,Singleton
GUCA2B,Singleton
GHSR,Singleton
GDF3,Singleton
PRDM14,Singleton
GPR27,Singleton
FOXB1,Singleton
RPE65,Singleton
MMD2,Singleton
MOGAT3,Singleton
PCDHB1,Singleton
UNC5D,Singleton
KLHL1,Singleton
ZNF747,Singleton
CDH7,Singleton
CHST5,Singleton
FOXI1,Singleton
RBMXL2,Singleton
TRIM10,Singleton
ATP1B4,Singleton
CLPS,Singleton
LRTM1,Singleton
HLA-DRB3,Singleton
HCRT,Singleton
P2RX3,Singleton
NXPH1,Singleton
SLC6A18,Singleton
TACR3,Singleton
KISS1,Singleton
GUCA1A,Singleton
SLC17A2,Singleton
SLC22A8,Singleton
GPR25,Singleton
GIP,Singleton
IL23R,Singleton
RAX,Singleton
NEUROG2,Singleton
GPR21,Singleton
CDH9,Singleton
PSG3,Singleton
SRY,Singleton
THTPA,Singleton
GUCA2A,Singleton
GJA9,Singleton
PSG1,Singleton
REG3A,Singleton
PNLIPRP1,Singleton
PHOX2A,Singleton
HDAC10,Singleton
PBOV1,Singleton
PADI3,Singleton
SLC32A1,Singleton
RIT2,Singleton
ATP6V0D2,Singleton
UGT2A3,Singleton
REG1A,Singleton
NEMP1,Singleton
MIA2,Singleton
ADAM18,Singleton
CST1,Singleton
FUT6,Singleton
CETN1,Singleton
GDF2,Singleton
RGS8,Singleton
SSTR4,Singleton
HSD3B1,Singleton
TNFAIP8L2,Singleton
CST8,Singleton
CLRN3,Singleton
ZG16,Singleton
ENTPD8,Singleton
HCAR3,Singleton
GNGT1,Singleton
IAPP,Singleton
BRINP1,Singleton
IFNA10,Singleton
FGF19,Singleton
PNLIP,Singleton
DSPP,Singleton
SOX14,Singleton
RBP2,Singleton
ATOH1,Singleton
EVX1,Singleton
NYX,Singleton
CNTF,Singleton
LRRTM2,Singleton
HCRTR2,Singleton
CEACAM7,Singleton
SHOX,Singleton
MORC1,Singleton
CABP5,Singleton
TNP2,Singleton
IFNA21,Singleton
ARHGAP8,Singleton
USP29,Singleton
SPACA1,Singleton
LHX3,Singleton
NOX3,Singleton
NEUROD6,Singleton
GJA8,Singleton
ADGRE1,Singleton
MYL10,Singleton
UTF1,Singleton
WHRN,Singleton
KRT9,Singleton
IGLL1,Singleton
MC5R,Singleton
PSG11,Singleton
MLN,Singleton
CRYAA,Singleton
BOLL,Singleton
ALPI,Singleton
SIX6,Singleton
HMX1,Singleton
DGAT2L6,Singleton
ASCL3,Singleton
ANXA10,Singleton
LTB4R2,Singleton
CLDN8,Singleton
KRT75,Singleton
AIPL1,Singleton
B4GALNT2,Singleton
CARMIL2,Singleton
PSMA8,Singleton
SPINK4,Singleton
CTAGE1,Singleton
DNTT,Singleton
NSG2,Singleton
GPR6,Singleton
TMEM82,Singleton
KRT35,Singleton
WFDC8,Singleton
CRYGA,Singleton
KRT83,Singleton
KRT37,Singleton
PMCH,Singleton
SLC22A6,Singleton
TIGD6,Singleton
ACTL7B,Singleton
SEC14L3,Singleton
KIR2DL1,Singleton
OR1D2,Singleton
KRT84,Singleton
CYP11B2,Singleton
TLX1,Singleton
HOXB1,Singleton
ANKS4B,Singleton
IFNA5,Singleton
CELA1,Singleton
ADGRG3,Singleton
PTCRA,Singleton
B3GNT4,Singleton
AVPR1B,Singleton
GDF1,Singleton
SLCO1B3,Singleton
ADGRV1,Singleton
ZBED6,Singleton
RPL10L,Singleton
MYH4,Singleton
FEZF2,Singleton
CDX4,Singleton
ADGRB3,Singleton
SPAM1,Singleton
SYCP1,Singleton
GCM2,Singleton
CRYBA4,Singleton
AMELX,Singleton
GALR3,Singleton
TSSK2,Singleton
GNAT3,Singleton
KCNA10,Singleton
ADGRB1,Singleton
GBX1,Singleton
HOXD12,Singleton
PDHA2,Singleton
GHRH,Singleton
PROP1,Singleton
GUCY2F,Singleton
SPO11,Singleton
S100G,Singleton
KIR3DS1,Singleton
OR3A2,Singleton
LHX8,Singleton
PHGR1,Singleton
PRPS1L1,Singleton
TLX3,Singleton
PPP1R14D,Singleton
SLC9A4,Singleton
VRTN,Singleton
CSH1,Singleton
AMELY,Singleton
PVRIG,Singleton
GPX5,Singleton
GAST,Singleton
LGALS7,Singleton
FAM3D,Singleton
CSHL1,Singleton
AGR3,Singleton
AMBN,Singleton
NGB,Singleton
PRDM13,Singleton
KCNH5,Singleton
HTR3B,Singleton
CTAG2,Singleton
PRAMEF12,Singleton
IFNA16,Singleton
IFNA4,Singleton
KCNG4,Singleton
SI,Singleton
A4GNT,Singleton
OR12D2,Singleton
UTS2,Singleton
NKX2-3,Singleton
CRYBA2,Singleton
NECTIN4,Singleton
RDH8,Singleton
SNTG1,Singleton
PSG4,Singleton
OR2B6,Singleton
CRYGD,Singleton
GPR31,Singleton
NDST4,Singleton
BARHL2,Singleton
BTG4,Singleton
MAGEB2,Singleton
PLPPR4,Singleton
SERPINB4,Singleton
ALPP,Singleton
UNC93A,Singleton
SLC35D3,Singleton
DPPA3,Singleton
BRS3,Singleton
JCHAIN,Singleton
TAS2R7,Singleton
GML,Singleton
NCR2,Singleton
VSTM2B,Singleton
PLAC1,Singleton
TARP,Singleton
PGLYRP4,Singleton
LHFPL5,Singleton
HOXD4,Singleton
SLC17A8,Singleton
CCL1,Singleton
IFNA17,Singleton
USF3,Singleton
PDE6H,Singleton
SLC17A1,Singleton
NXF2,Singleton
TMIGD1,Singleton
DEFA5,Singleton
CABP2,Singleton
SGO1,Singleton
FCMR,Singleton
KLK15,Singleton
MS4A3,Singleton
MAGEB4,Singleton
OR10C1,Singleton
BPIFA1,Singleton
LPO,Singleton
OR2B2,Singleton
VAX1,Singleton
PF4V1,Singleton
OR2F1,Singleton
KRT38,Singleton
CCR8,Singleton
IFNA7,Singleton
ISX,Singleton
GGTLC2,Singleton
CYLC2,Singleton
GH2,Singleton
IFNA8,Singleton
RFX6,Singleton
SOHLH2,Singleton
PSMB11,Singleton
LGSN,Singleton
DEFA4,Singleton
DPPA2,Singleton
CER1,Singleton
